"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Chang-Yong Lim","Cubs","0","0","0","6","0","5.0","9.00","12.60","0.00",".429","78.6 %","57.1 %","0.0 %","5.40","5.85","6.39","-0.1","14445"
"Brandon Lyon","Mets","2","2","0","37","0","34.1","6.03","3.41","0.79",".351","69.5 %","38.7 %","7.3 %","4.98","3.98","4.48","-0.1","1312"
"Brad Brach","Padres","1","0","0","33","0","31.0","9.00","5.52","0.87",".375","78.7 %","37.8 %","8.6 %","3.19","4.14","4.43","-0.1","6627"
"Chia-Jen Lo","Astros","0","3","2","19","0","19.1","7.45","6.05","0.93",".226","74.4 %","37.7 %","9.5 %","4.19","4.75","4.89","-0.1","5440"
"David Purcey","White Sox","1","1","0","24","0","25.1","8.17","6.04","0.71",".246","88.1 %","40.0 %","6.5 %","2.13","4.51","5.15","-0.1","8360"
"Jim Miller","Yankees","0","0","0","1","0","1.1","0.00","6.75","6.75",".333","38.5 %","0.0 %","25.0 %","20.25","15.05","9.40","-0.1","7458"
"Victor Marte","Cardinals","0","1","0","4","0","3.0","6.00","9.00","0.00",".364","75.0 %","77.8 %","0.0 %","6.00","5.71","6.17","-0.1","5158"
"Hiram Burgos","Brewers","1","2","0","6","6","29.1","5.52","3.38","1.53",".320","63.6 %","40.0 %","10.4 %","6.44","5.37","5.39","-0.1","9412"
"Michael Bowden","Cubs","1","3","0","34","0","37.2","5.50","3.58","0.72",".254","69.9 %","30.6 %","6.1 %","4.30","4.30","5.04","-0.1","4440"
"Matt Langwell","- - -","1","0","0","13","0","14.0","7.71","4.50","1.29",".275","71.4 %","33.3 %","12.5 %","5.14","4.90","4.61","-0.1","8130"
"Rhiner Cruz","Astros","0","2","0","20","0","21.1","4.22","4.64","0.84",".315","82.4 %","32.4 %","5.9 %","3.38","5.16","6.12","-0.1","711"
"Eduardo Sanchez","Cubs","0","1","0","4","0","6.1","7.11","7.11","1.42",".222","69.8 %","23.5 %","10.0 %","5.68","5.89","5.99","-0.1","2966"
"Erik Johnson","White Sox","3","2","0","5","5","27.2","5.86","3.58","1.63",".290","75.7 %","46.4 %","14.7 %","3.25","5.40","4.73","-0.1","12520"
"Kyle Drabek","Blue Jays","0","0","0","3","0","2.1","11.57","7.71","3.86",".429","89.3 %","50.0 %","50.0 %","7.71","9.90","5.50","-0.1","4359"
"Jared Hughes","Pirates","2","3","0","29","0","32.0","6.47","4.50","0.56",".333","72.8 %","56.3 %","8.3 %","4.78","4.11","4.32","-0.1","9325"
"Kevin Gregg","Cubs","2","6","33","62","0","62.0","8.13","4.65","0.87",".270","77.3 %","36.6 %","8.6 %","3.48","4.10","4.38","-0.1","1793"
"Nick Christiani","Reds","0","0","0","3","0","4.0","2.25","4.50","2.25",".091","100.0 %","41.7 %","16.7 %","2.25","8.05","6.85","-0.1","10332"
"Jorge De Leon","Astros","0","1","0","11","0","10.0","5.40","6.30","0.90",".314","69.9 %","37.1 %","6.7 %","5.40","5.55","6.30","-0.1","5397"
"Maikel Cleto","Cardinals","0","0","0","1","0","2.1","19.29","3.86","3.86",".667","45.5 %","14.3 %","50.0 %","19.29","8.19","3.79","-0.1","5529"
"Chaz Roe","Diamondbacks","1","0","0","21","0","22.1","9.67","5.24","1.21",".273","78.4 %","57.1 %","17.6 %","4.03","4.39","3.68","-0.1","9866"
"Collin McHugh","- - -","0","4","0","7","5","26.0","3.81","1.73","2.08",".379","50.5 %","39.8 %","18.2 %","10.04","5.78","4.51","-0.1","7531"
"Josh Roenicke","Twins","3","1","1","63","0","62.0","6.53","5.23","0.87",".294","75.3 %","41.1 %","6.9 %","4.35","4.64","5.30","-0.1","3241"
"Hisanori Takahashi","Cubs","0","0","0","3","0","3.0","9.00","6.00","3.00",".250","83.3 %","33.3 %","25.0 %","6.00","7.38","4.87","-0.1","10091"
"Jose De La Torre","Red Sox","0","0","0","7","0","11.1","11.91","7.94","1.59",".320","71.4 %","48.1 %","20.0 %","6.35","5.61","4.52","-0.1","787"
"Brad Boxberger","Padres","0","1","1","18","0","22.0","9.82","5.32","1.23",".296","82.7 %","42.3 %","14.3 %","2.86","4.41","3.94","-0.1","10133"
"Scott Baker","Cubs","0","0","0","3","3","15.0","3.60","2.40","1.80",".136","79.6 %","28.3 %","11.1 %","3.60","5.65","5.51","-0.1","6176"
"Michael Belfiore","Orioles","0","0","0","1","0","1.1","0.00","6.75","13.50",".250","100.0 %","33.3 %","66.7 %","13.50","24.80","8.37","-0.1","9324"
"Sean Nolin","Blue Jays","0","1","0","1","1","1.1","0.00","6.75","6.75",".667","30.3 %","30.0 %","25.0 %","40.50","15.05","9.40","-0.1","11341"
"Chien-Ming Wang","Blue Jays","1","2","0","6","6","27.0","4.67","3.00","1.67",".368","59.5 %","58.0 %","23.8 %","7.67","5.42","4.07","-0.1","2074"
"Andrew Bailey","Red Sox","3","1","8","30","0","28.2","12.24","3.77","2.20",".276","91.3 %","22.2 %","20.6 %","3.77","4.76","3.20","-0.1","1368"
"John Maine","Marlins","0","0","0","4","0","7.1","8.59","6.14","2.45",".500","58.1 %","44.4 %","25.0 %","12.27","6.73","4.67","-0.1","4773"
"Onelki Garcia","Dodgers","0","0","0","3","0","1.1","6.75","27.00","6.75",".000","83.3 %","75.0 %","100.0 %","13.50","20.30","11.57","-0.1","13674"
"Brandon Morrow","Blue Jays","2","3","0","10","10","54.1","6.96","2.98","1.99",".302","66.0 %","37.0 %","15.6 %","5.63","5.42","4.49","-0.1","9346"
"Casper Wells","- - -","0","1","0","2","0","1.2","5.40","21.60","0.00",".429","28.6 %","28.6 %","0.0 %","27.00","9.05","10.69","-0.2","9700"
"Anthony Bass","Padres","0","0","0","24","0","42.0","6.64","4.29","0.86",".341","68.8 %","45.0 %","10.3 %","5.36","4.24","4.27","-0.2","7982"
"Chris Leroux","Pirates","0","0","0","2","0","4.0","6.75","13.50","2.25",".273","81.4 %","66.7 %","100.0 %","6.75","9.30","6.39","-0.2","7645"
"Pedro Figueroa","Athletics","0","0","0","5","0","3.0","9.00","9.00","6.00",".400","80.7 %","50.0 %","66.7 %","12.00","12.71","5.41","-0.2","6616"
"Hideki Okajima","Athletics","0","0","0","5","0","4.0","2.25","4.50","2.25",".353","100.0 %","35.3 %","20.0 %","2.25","7.30","5.76","-0.2","7763"
"Jose Alvarez","Tigers","1","5","0","14","6","38.2","7.22","3.72","1.63",".302","67.7 %","40.3 %","15.9 %","5.82","5.19","4.40","-0.2","5358"
"Brooks Raley","Cubs","0","0","0","9","0","14.0","9.00","5.14","1.29",".257","65.9 %","47.2 %","22.2 %","5.14","5.05","4.07","-0.2","10061"
"Rubby de la Rosa","Red Sox","0","2","0","11","0","11.1","4.76","1.59","1.59",".325","75.6 %","47.6 %","12.5 %","5.56","5.61","5.24","-0.2","3862"
"Jose Ortega","Tigers","0","2","0","11","0","11.2","7.71","4.63","1.54",".242","84.5 %","47.1 %","16.7 %","3.86","5.36","4.54","-0.2","9651"
"Cory Gearrin","Braves","2","1","1","37","0","31.0","6.68","4.65","0.58",".318","78.4 %","50.6 %","9.5 %","3.77","4.34","4.42","-0.2","7947"
"Tommy Layne","Padres","0","2","0","14","0","8.2","6.23","5.19","1.04",".360","83.3 %","52.0 %","16.7 %","2.08","5.59","5.03","-0.2","7501"
"Thad Weber","- - -","0","1","0","8","0","15.0","6.00","4.80","1.20",".244","87.2 %","53.5 %","18.2 %","2.40","5.05","4.32","-0.2","8036"
"Jose Contreras","Pirates","0","0","0","7","0","5.0","9.00","10.80","1.80",".375","69.0 %","56.3 %","33.3 %","9.00","7.25","5.47","-0.2","1660"
"Jeff Manship","Rockies","0","5","0","11","4","30.2","5.28","3.52","1.76",".301","59.1 %","45.4 %","19.4 %","7.04","5.59","4.43","-0.2","6865"
"Shairon Martis","Twins","0","1","0","6","0","9.2","6.52","3.72","2.79",".120","69.0 %","39.3 %","25.0 %","5.59","6.88","4.54","-0.2","6781"
"Nick Hagadone","Indians","0","1","0","36","0","31.1","8.62","6.03","1.15",".256","60.9 %","38.0 %","11.4 %","5.46","4.80","4.67","-0.2","1351"
"Scott Barnes","Indians","0","1","1","6","0","8.2","10.38","3.12","3.12",".250","68.2 %","47.8 %","33.3 %","7.27","6.97","3.89","-0.2","8718"
"Derek Lowe","Rangers","1","0","0","9","0","13.0","5.54","2.08","2.08",".317","47.6 %","55.8 %","25.0 %","9.00","5.97","4.23","-0.2","199"
"Tim Byrdak","Mets","0","0","0","8","0","4.2","5.79","3.86","3.86",".214","71.4 %","37.5 %","22.2 %","7.71","8.62","5.68","-0.2","1995"
"Pat Neshek","Athletics","2","1","0","45","0","40.1","6.47","3.35","1.34",".268","81.6 %","33.3 %","9.5 %","3.35","4.66","4.86","-0.2","4682"
"Brandon Maurer","Mariners","5","8","0","22","14","90.0","7.00","2.70","1.60",".346","65.0 %","44.1 %","14.7 %","6.30","4.90","4.25","-0.2","4878"
"Daniel Stange","Angels","0","1","0","3","0","1.2","5.40","10.80","5.40",".200","38.5 %","33.3 %","33.3 %","16.20","13.25","7.91","-0.2","9404"
"Philip Humber","Astros","0","8","0","17","7","54.2","5.93","3.29","1.48",".342","57.6 %","43.7 %","13.0 %","7.90","5.02","4.61","-0.2","8586"
"Mike Zagurski","- - -","0","0","0","7","0","6.1","7.11","11.37","1.42",".417","45.9 %","52.2 %","16.7 %","17.05","8.26","7.50","-0.2","9683"
"Zeke Spruill","Diamondbacks","0","2","0","6","2","11.1","7.15","3.97","2.38",".378","63.8 %","39.5 %","20.0 %","5.56","6.49","4.86","-0.2","3873"
"Liam Hendriks","Twins","1","3","0","10","8","47.1","6.46","2.66","1.90",".350","64.3 %","36.6 %","13.9 %","6.85","5.44","4.77","-0.2","3548"
"Dave Bush","Blue Jays","0","0","0","1","0","3.0","3.00","3.00","12.00",".111","100.0 %","23.1 %","50.0 %","15.00","20.71","7.02","-0.2","4635"
"Yunesky Maya","Nationals","0","1","0","1","0","0.1","0.00","0.00","27.00",".500","0.0 %","0.0 %","100.0 %","54.00","42.05","7.15","-0.2","11420"
"Clayton Mortensen","Red Sox","1","2","0","24","0","30.1","6.23","4.75","0.89",".296","68.4 %","45.5 %","9.1 %","5.34","4.83","5.03","-0.2","3166"
"Jeremy Bonderman","- - -","2","4","0","18","7","55.0","5.24","4.42","1.15",".287","66.1 %","41.0 %","10.3 %","5.40","5.12","5.16","-0.2","1667"
"Josh Wall","Dodgers","0","1","0","6","0","7.0","9.00","7.71","2.57",".517","44.6 %","37.9 %","20.0 %","18.00","7.33","5.57","-0.2","4436"
"Blake Beavan","Mariners","0","2","0","12","2","39.2","6.13","1.82","1.82",".292","63.9 %","38.0 %","14.0 %","6.13","4.99","4.33","-0.2","338"
"Brett Marshall","Yankees","0","0","0","3","0","12.0","5.25","5.25","2.25",".278","89.3 %","51.3 %","21.4 %","4.50","7.13","5.48","-0.2","5364"
"Jeremy Horst","Phillies","0","2","0","28","0","26.0","7.27","4.15","1.38",".369","69.1 %","36.0 %","9.5 %","6.23","5.05","5.25","-0.2","596"
"Vance Worley","Twins","1","5","0","10","10","48.2","4.62","2.77","1.66",".401","65.2 %","47.1 %","15.5 %","7.21","5.53","4.76","-0.2","6435"
"George Kontos","Giants","2","2","0","52","0","55.1","7.64","2.93","1.14",".323","71.2 %","38.1 %","11.3 %","4.39","4.08","3.96","-0.2","9486"
"Sean Henn","Mets","0","1","0","4","0","2.2","3.38","10.13","3.38",".250","100.0 %","33.3 %","25.0 %","3.38","10.55","7.72","-0.2","2147"
"Edgar Olmos","Marlins","0","1","0","5","0","5.0","3.60","5.40","3.60",".294","13.9 %","50.0 %","28.6 %","7.20","9.25","5.96","-0.3","10174"
"Kyle McClellan","Rangers","0","1","0","7","0","9.1","2.89","4.82","1.93",".172","49.0 %","32.3 %","14.3 %","7.71","7.12","6.38","-0.3","4845"
"Tony Sipp","Diamondbacks","3","2","0","56","0","37.2","10.04","5.26","1.43",".284","73.6 %","26.0 %","10.0 %","4.78","4.88","4.99","-0.3","8280"
"David Carpenter","Angels","0","0","0","1","0","0.1","27.00","54.00","27.00","1.000","0.0 %","50.0 %","100.0 %","108.00","54.05","19.15","-0.3","9244"
"Hector Rondon","Cubs","2","1","0","45","0","54.2","7.24","4.12","0.99",".280","71.2 %","43.4 %","10.3 %","4.77","4.40","4.42","-0.3","2391"
"Rob Scahill","Rockies","1","0","0","23","0","33.1","5.40","2.43","1.35",".315","73.9 %","46.8 %","15.2 %","5.13","4.97","4.37","-0.3","9286"
"Michael Kohn","Angels","1","4","0","63","0","53.0","8.83","4.75","1.19",".248","80.7 %","23.1 %","8.8 %","3.74","4.56","4.90","-0.3","8505"
"Sam Dyson","Marlins","0","2","0","5","1","11.0","4.09","4.09","1.64",".341","52.1 %","69.0 %","18.2 %","9.00","6.14","5.14","-0.3","11710"
"Ricky Romero","Blue Jays","0","2","0","4","2","7.1","6.14","9.82","2.45",".375","64.0 %","50.0 %","28.6 %","11.05","8.91","6.67","-0.3","3403"
"Eric Surkamp","Giants","0","1","0","1","1","2.2","0.00","0.00","6.75",".500","48.8 %","18.8 %","22.2 %","23.62","15.05","9.91","-0.3","2540"
"Tyler Robertson","Twins","0","0","0","2","0","1.0","18.00","0.00","9.00",".000","100.0 %","50.0 %","100.0 %","9.00","12.05","0.41","-0.3","3223"
"Aaron Crow","Royals","7","5","1","57","0","48.0","8.25","4.13","1.13",".316","83.6 %","49.3 %","14.0 %","3.38","4.34","3.94","-0.3","10149"
"Cole DeVries","Twins","0","2","0","4","2","15.0","7.20","5.40","3.60",".327","57.5 %","23.6 %","18.2 %","10.80","8.45","6.25","-0.3","8201"
"Freddy Garcia","- - -","4","7","0","17","13","80.1","5.15","1.90","2.02",".261","80.5 %","43.4 %","21.4 %","4.37","5.49","4.00","-0.3","1077"
"Donovan Hand","Brewers","1","5","0","31","7","68.1","4.87","2.77","1.32",".286","81.9 %","46.8 %","13.7 %","3.69","5.01","4.57","-0.3","8728"
"Brayan Villarreal","- - -","0","2","0","8","0","4.1","12.46","18.69","2.08",".538","44.9 %","46.2 %","16.7 %","20.77","9.51","8.40","-0.3","5180"
"Jake Dunning","Giants","0","2","0","29","0","25.1","5.68","3.91","0.71",".250","83.3 %","54.1 %","14.3 %","2.84","4.47","4.20","-0.3","10803"
"Colt Hynes","Padres","0","0","0","22","0","17.0","6.88","4.76","1.59",".379","58.4 %","45.9 %","13.6 %","9.00","5.58","5.05","-0.3","7560"
"Scott Diamond","Twins","6","13","0","24","24","131.0","3.57","2.47","1.44",".305","65.7 %","46.9 %","13.6 %","5.43","5.19","4.71","-0.3","5089"
"Edgmer Escalona","Rockies","1","4","0","37","0","46.0","6.65","2.74","1.57",".299","63.4 %","40.5 %","12.7 %","5.67","4.87","4.48","-0.3","8574"
"Jeurys Familia","Mets","0","0","1","9","0","10.2","6.75","7.59","1.69",".303","87.9 %","51.5 %","18.2 %","4.22","6.52","5.49","-0.3","5114"
"Barry Enright","Angels","0","2","0","4","2","8.1","6.48","7.56","2.16",".357","43.2 %","26.7 %","18.2 %","12.96","7.25","5.93","-0.3","2412"
"Mark Lowe","Angels","1","0","0","11","0","11.2","5.40","8.49","0.77",".270","48.5 %","37.1 %","6.3 %","9.26","5.79","6.55","-0.3","7416"
"Chance Ruffin","Mariners","0","2","0","9","0","9.2","13.97","4.66","2.79",".458","65.5 %","37.0 %","33.3 %","8.38","6.15","3.39","-0.3","11745"
"Charlie Leesman","White Sox","0","0","0","8","1","15.1","7.63","9.39","1.17",".311","62.9 %","57.4 %","22.2 %","7.04","6.37","5.48","-0.3","9124"
"Deunte Heath","White Sox","0","0","0","5","0","7.2","3.52","14.09","2.35",".250","58.1 %","40.0 %","18.2 %","11.74","10.35","8.92","-0.3","7371"
"Ian Krol","Nationals","2","1","0","32","0","27.1","7.24","2.63","1.65",".280","82.8 %","38.8 %","14.3 %","3.95","4.69","4.07","-0.3","10066"
"Drew Pomeranz","Rockies","0","4","0","8","4","21.2","7.89","7.89","1.66",".339","76.1 %","50.8 %","19.0 %","6.23","6.46","5.39","-0.3","11426"
"John Axford","- - -","7","7","0","75","0","65.0","9.00","3.60","1.38",".339","79.3 %","45.3 %","17.2 %","4.02","4.34","3.56","-0.3","9059"
"David Hernandez","Diamondbacks","5","6","2","62","0","62.1","9.53","3.47","1.44",".252","70.3 %","31.5 %","12.8 %","4.48","4.36","3.99","-0.3","4259"
"Burch Smith","Padres","1","3","0","10","7","36.1","11.39","5.20","2.23",".330","71.7 %","27.3 %","18.4 %","6.44","5.47","4.09","-0.3","12784"
"Ramon Ramirez","Giants","0","0","0","6","0","5.2","0.00","7.94","3.18",".318","53.6 %","43.5 %","22.2 %","11.12","10.28","7.86","-0.3","7986"
"Michael Blazek","- - -","0","1","0","18","0","17.1","7.27","6.75","1.56",".245","69.8 %","43.6 %","12.0 %","5.71","6.11","5.83","-0.3","9654"
"Jonathan Broxton","Reds","2","2","0","34","0","30.2","7.34","3.52","1.17",".261","69.5 %","46.2 %","11.8 %","4.11","4.68","4.50","-0.3","4759"
"Trevor Bauer","Indians","1","2","0","4","4","17.0","5.82","8.47","1.59",".240","75.5 %","35.3 %","13.0 %","5.29","7.05","6.60","-0.3","12703"
"Nick Maronde","Angels","0","0","0","10","0","5.1","8.44","13.50","1.69",".214","56.6 %","46.7 %","25.0 %","6.75","8.11","6.70","-0.3","12530"
"Ramon Troncoso","White Sox","1","4","0","29","0","30.0","5.40","4.80","1.20",".265","60.4 %","51.0 %","13.3 %","4.50","5.28","4.91","-0.3","4685"
"Josh Fields","Astros","1","3","5","41","0","38.0","9.47","4.26","1.89",".245","74.1 %","37.4 %","15.7 %","4.97","5.10","4.20","-0.3","5070"
"Chad Durbin","Phillies","1","0","0","16","0","16.0","9.00","5.06","2.25",".404","59.9 %","45.5 %","20.0 %","9.00","5.99","4.44","-0.3","1442"
"Chris Resop","Athletics","1","1","0","18","0","18.0","6.50","5.00","1.50",".322","70.5 %","41.9 %","15.0 %","6.00","5.77","5.12","-0.3","3799"
"Brian Flynn","Marlins","0","2","0","4","4","18.0","7.50","6.50","2.00",".411","66.9 %","37.9 %","23.5 %","8.50","6.44","4.84","-0.3","12027"
"Pedro Villarreal","Reds","0","1","0","2","1","5.2","6.35","4.76","6.35",".429","76.9 %","28.0 %","33.3 %","12.71","12.40","6.12","-0.3","9904"
"Ethan Martin","Phillies","2","5","0","15","8","40.0","10.58","5.85","2.03",".308","74.5 %","30.7 %","17.0 %","6.08","5.65","4.53","-0.3","3877"
"Mike Adams","Phillies","1","4","0","28","0","25.0","8.28","3.96","1.80",".269","85.7 %","54.9 %","23.8 %","3.96","5.25","3.80","-0.3","1937"
"Peter Moylan","Dodgers","1","0","0","14","0","15.1","3.52","4.11","1.76",".370","73.6 %","28.1 %","12.0 %","6.46","6.18","5.86","-0.4","4891"
"Pedro Hernandez","Twins","3","3","0","14","12","56.2","4.61","3.65","1.59",".348","67.4 %","39.9 %","12.5 %","6.83","5.54","5.17","-0.4","4578"
"Zach Miner","Phillies","0","2","0","16","3","28.2","6.28","5.34","1.26",".322","81.9 %","48.9 %","14.3 %","4.40","5.45","4.98","-0.4","3193"
"Carter Capps","Mariners","3","3","0","53","0","59.0","10.07","3.51","1.83",".365","75.1 %","40.1 %","18.8 %","5.49","4.73","3.56","-0.4","12803"
"Alfredo Figaro","Brewers","3","3","1","33","5","74.0","6.57","1.82","1.82",".268","72.2 %","48.7 %","19.7 %","4.14","4.87","3.64","-0.4","8404"
"Brad Lincoln","Blue Jays","1","2","0","22","0","31.2","7.11","6.25","1.14",".255","76.0 %","37.2 %","8.3 %","3.98","5.48","5.91","-0.4","4241"
"Luis Garcia","Phillies","1","1","0","24","0","31.1","6.61","6.61","0.86",".273","76.9 %","56.2 %","12.5 %","3.73","5.12","4.92","-0.4","6984"
"Henry Rodriguez","- - -","0","1","0","22","0","22.0","4.91","8.18","0.82",".247","76.5 %","43.2 %","9.1 %","4.09","6.14","6.32","-0.4","6371"
"Vinnie Pestano","Indians","1","2","6","37","0","35.1","9.42","5.35","1.53",".330","81.0 %","35.0 %","13.6 %","4.08","5.03","4.52","-0.4","4782"
"Dylan Axelrod","White Sox","4","11","0","30","20","128.1","5.12","3.02","1.68",".330","69.8 %","40.3 %","13.4 %","5.68","5.44","4.91","-0.4","9303"
"Nathan Karns","Nationals","0","1","0","3","3","12.0","8.25","4.50","3.75",".316","76.5 %","35.7 %","35.7 %","7.50","8.38","4.56","-0.4","12638"
"Eury De la Rosa","Diamondbacks","0","1","0","19","0","14.2","9.82","3.07","3.07",".222","45.5 %","37.5 %","23.8 %","7.36","6.32","3.84","-0.4","4055"
"Billy Buckner","Angels","1","0","0","7","2","17.1","3.63","3.63","2.60",".226","88.9 %","35.1 %","20.0 %","4.67","7.37","5.60","-0.4","8253"
"Barry Zito","Giants","5","11","0","30","25","133.1","5.80","3.64","1.28",".346","67.0 %","36.3 %","11.1 %","5.74","4.92","4.81","-0.5","944"
"Andre Rienzo","White Sox","2","3","0","10","10","56.0","6.11","4.50","1.77",".257","73.3 %","47.8 %","18.3 %","4.82","5.85","4.76","-0.5","3507"
"Allen Webster","Red Sox","1","2","0","8","7","30.1","6.82","5.34","2.08",".316","57.2 %","43.1 %","18.9 %","8.60","6.51","5.18","-0.5","3993"
"Jeremy Affeldt","Giants","1","5","0","39","0","33.2","5.61","4.54","0.53",".245","75.2 %","54.5 %","10.0 %","3.74","4.44","4.48","-0.5","583"
"Ryan Vogelsong","Giants","4","6","0","19","19","103.2","5.82","3.30","1.30",".320","64.6 %","40.9 %","13.4 %","5.73","4.91","4.50","-0.5","1011"
"Michael Gonzalez","Brewers","0","3","0","75","0","50.0","10.80","4.50","1.80",".348","80.3 %","32.9 %","16.9 %","4.68","4.87","3.88","-0.5","1794"
"Cory Rasmus","- - -","1","1","0","19","0","21.2","8.31","5.40","2.49",".281","76.9 %","30.4 %","17.1 %","5.40","6.60","5.21","-0.5","2413"
"Joe Blanton","Angels","2","14","0","28","20","132.2","7.33","2.31","1.97",".346","68.8 %","44.3 %","19.1 %","6.04","5.12","3.84","-0.5","4849"
"Guillermo Moscoso","Giants","2","2","0","13","2","30.0","9.30","6.30","1.50",".221","73.0 %","13.7 %","10.0 %","5.10","5.55","5.66","-0.5","5106"
"Ramon Ortiz","Blue Jays","1","2","0","7","4","25.1","2.84","3.91","2.49",".300","80.1 %","39.6 %","17.5 %","6.04","7.43","5.99","-0.5","27"
"Mike Kickham","Giants","0","3","0","12","3","28.1","9.21","3.18","2.54",".392","49.1 %","44.7 %","30.8 %","10.16","5.73","3.31","-0.5","11618"
"Mike Fiers","Brewers","1","4","0","11","3","22.1","6.04","2.42","3.22",".270","61.4 %","35.0 %","25.8 %","7.25","7.17","4.41","-0.5","7754"
"David Aardsma","Mets","2","2","0","43","0","39.2","8.17","4.31","1.59",".286","80.5 %","32.8 %","14.6 %","4.31","5.27","4.63","-0.6","1902"
"Jose Valverde","Tigers","0","1","9","20","0","19.1","8.84","2.79","2.79",".235","79.6 %","40.4 %","24.0 %","5.59","6.36","4.09","-0.6","1726"
"Edgar Gonzalez","- - -","0","1","0","8","0","18.0","5.50","4.00","3.00",".328","71.4 %","28.4 %","21.4 %","7.50","7.66","5.45","-0.6","1727"
"Alfredo Aceves","Red Sox","4","1","0","11","6","37.0","5.84","5.35","1.95",".296","81.4 %","46.3 %","20.0 %","4.86","6.35","5.01","-0.6","5164"
"Joba Chamberlain","Yankees","2","1","1","45","0","42.0","8.14","5.57","1.71",".312","81.2 %","41.5 %","18.2 %","4.93","5.64","4.60","-0.6","2692"
"JC Ramirez","Phillies","0","1","0","18","0","24.0","6.00","5.63","2.25",".304","62.8 %","38.6 %","18.2 %","7.50","6.84","5.47","-0.6","8302"
"Brett Myers","Indians","0","3","0","4","3","21.1","5.06","2.11","4.22",".271","75.0 %","38.5 %","29.4 %","8.02","8.72","4.80","-0.6","962"
"Jonathan Sanchez","Pirates","0","3","0","5","4","13.2","9.88","5.27","4.61",".419","67.5 %","39.6 %","36.8 %","11.85","9.71","4.95","-0.6","7507"
"Johnny Hellweg","Brewers","1","4","0","8","7","30.2","2.64","7.63","0.88",".319","63.0 %","55.2 %","13.0 %","6.75","7.06","6.81","-0.6","10065"
"Matt Magill","Dodgers","0","2","0","6","6","27.2","8.46","9.11","1.95",".276","65.1 %","43.0 %","17.1 %","6.51","7.13","6.04","-0.7","3950"
"Roy Halladay","Phillies","4","5","0","13","13","62.0","7.40","5.23","1.74",".249","63.0 %","40.7 %","17.9 %","6.82","6.14","5.10","-0.7","1303"
"Joel Hanrahan","Red Sox","0","1","4","9","0","7.1","6.14","7.36","4.91",".273","76.9 %","36.0 %","28.6 %","9.82","11.23","6.75","-0.7","2186"
"Carlos Marmol","- - -","2","4","2","52","0","49.0","10.84","7.35","1.29",".287","78.2 %","37.6 %","16.3 %","4.41","5.19","4.53","-0.7","2790"
"Alex Sanabia","Marlins","3","7","0","10","10","55.1","5.04","4.07","1.63",".326","77.4 %","38.8 %","13.7 %","4.88","5.85","5.30","-0.7","5350"
"Brandon League","Dodgers","6","4","14","58","0","54.1","4.64","2.48","1.33",".313","66.0 %","59.8 %","19.0 %","5.30","4.93","4.07","-0.7","3731"
"Hector Ambriz","Astros","2","4","2","43","0","36.1","6.69","3.47","1.98",".347","68.8 %","46.5 %","18.6 %","5.70","5.66","4.42","-0.8","559"
"Huston Street","Padres","2","5","33","58","0","56.2","7.31","2.22","1.91",".213","99.5 %","30.2 %","15.8 %","2.70","4.92","4.00","-0.8","8258"
"Lucas Harrell","Astros","6","17","0","36","22","153.2","5.21","5.15","1.17",".306","65.4 %","51.5 %","14.3 %","5.86","5.42","4.97","-0.8","7541"
"Chris Perez","Indians","5","3","25","54","0","54.0","9.00","3.50","1.83",".294","82.3 %","42.4 %","20.0 %","4.33","5.08","3.83","-0.8","5213"
"Shawn Camp","Cubs","1","1","0","26","0","23.0","5.09","3.52","2.74",".342","75.3 %","48.8 %","22.6 %","7.04","7.05","4.93","-0.9","1855"
"Mitchell Boggs","- - -","0","3","2","27","0","23.1","6.17","7.71","1.93",".303","63.6 %","54.4 %","26.3 %","8.10","7.42","5.75","-0.9","3344"
"Paul Clemens","Astros","4","7","0","35","5","73.1","6.01","3.19","1.96",".287","70.8 %","35.4 %","13.4 %","5.40","5.69","5.07","-0.9","8037"
"Travis Blackley","- - -","2","2","0","46","3","50.1","7.15","3.93","2.15",".250","80.5 %","43.8 %","23.5 %","4.83","5.93","4.21","-0.9","3234"
"Curtis Partch","Reds","0","1","0","14","0","23.1","6.17","6.56","3.09",".148","82.1 %","40.9 %","27.6 %","6.17","8.83","6.07","-0.9","1333"
"Robert Carson","Mets","0","0","0","14","0","19.2","3.66","3.20","4.12",".190","61.0 %","35.2 %","26.5 %","8.24","9.40","5.82","-1.0","2570"
"Bryan Morris","Pirates","5","7","0","55","0","65.0","5.12","3.88","1.11",".251","81.8 %","57.5 %","16.0 %","3.46","4.89","4.34","-1.0","10234"
"Clayton Richard","Padres","2","5","0","12","11","52.2","4.10","3.59","2.22",".287","62.0 %","51.9 %","25.5 %","7.01","6.54","4.66","-1.0","3551"
"Jason Marquis","Padres","9","5","0","20","20","117.2","5.51","5.20","1.38",".261","77.3 %","52.3 %","18.2 %","4.05","5.65","4.81","-1.2","105"
"Kameron Loe","- - -","2","3","0","20","1","26.2","5.06","3.38","3.71",".319","83.8 %","50.5 %","34.4 %","7.09","8.41","4.69","-1.3","4422"
